3,INN25393,3,0,2,2,0,1,2018,7,8,0,0,0,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,INN25394,1,0,1,0,0,5,2018,3,6,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,INN25395,1,0,0,1,0,5,2018,2,24,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
3,INN25396,1,0,0,3,0,71,2018,6,14,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,INN25397,2,0,1,1,0,275,2018,6,4,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
3,INN25398,2,0,2,2,0,41,2018,8,20,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
2,INN25399,2,0,0,4,0,66,2018,10,25,0,0,0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
3,INN25400,2,0,0,2,0,256,2018,6,15,0,0,0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
2,INN25401,2,0,1,2,0,57,2018,6,10,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2,INN25402,2,0,0,2,0,87,2018,12,16,0,0,0,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,INN25403,2,0,0,1,0,107,2017,8,12,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,INN25404,2,0,0,3,0,40,2017,10,28,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2,INN25405,1,0,1,1,0,45,2018,11,19,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
3,INN25406,1,0,2,4,0,69,2018,6,12,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
2,INN25407,2,0,1,2,0,57,2018,6,10,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
3,INN25408,2,2,2,1,0,34,2018,9,17,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
2,INN25409,1,0,0,2,0,192,2018,6,24,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2,INN25410,1,0,0,1,1,41,2018,12,20,1,1,11,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
3,INN25411,1,0,0,1,0,18,2018,5,13,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
2,INN25412,2,0,2,0,0,53,2018,2,28,0,0,0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
1,INN25413,2,0,1,3,0,67,2018,3,10,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
2,INN25414,2,0,0,3,0,37,2018,10,13,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
3,INN25415,3,0,2,2,0,204,2017,10,18,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
3,INN25416,2,0,1,1,1,77,2018,6,18,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
2,INN25417,2,0,0,1,0,100,2017,10,16,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
2,INN25418,2,0,2,1,0,110,2017,7,25,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2,INN25419,2,0,0,1,0,51,2018,7,6,0,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False
3,INN25420,2,0,2,3,1,136,2018,5,29,0,0,0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
1,INN25421,2,0,2,0,0,3,2017,12,6,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
3,INN25422,2,1,0,1,0,0,2018,3,31,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
2,INN25423,2,0,2,7,0,57,2018,4,21,0,0,0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,INN25424,2,0,1,1,0,28,2018,6,13,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
2,INN25425,2,0,2,5,0,188,2018,7,28,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
3,INN25426,2,0,0,4,0,30,2018,10,4,0,0,0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,INN25427,3,0,2,1,0,116,2018,8,6,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
3,INN25428,2,1,0,3,0,4,2018,12,28,0,0,0,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
3,INN25429,2,1,2,3,0,56,2018,4,24,0,0,0,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,INN25430,2,0,1,1,0,8,2017,11,7,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
3,INN25431,3,0,0,3,0,14,2018,5,12,0,0,0,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
1,INN25432,2,0,1,1,0,275,2018,6,4,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
3,INN25433,2,0,1,3,0,66,2018,10,17,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,INN25434,1,0,0,1,0,3,2017,10,1,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
1,INN25435,2,0,0,3,0,70,2018,2,11,0,0,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False
2,INN25436,1,0,0,3,0,113,2018,5,31,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
1,INN25437,2,0,2,2,0,64,2018,3,5,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
3,INN25438,1,0,1,0,0,13,2018,8,1,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
2,INN25439,2,0,2,1,0,48,2018,4,17,0,0,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
3,INN25440,2,1,2,2,0,123,2018,6,17,0,0,0,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1,INN25441,2,0,1,2,0,43,2018,2,5,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
3,INN25442,3,0,1,2,0,89,2018,7,25,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
3,INN25443,2,0,0,3,0,1,2017,9,3,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,INN25444,2,0,1,3,0,63,2018,6,20,0,0,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
3,INN25445,2,0,1,3,0,9,2018,10,17,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
3,INN25446,2,0,0,3,0,20,2017,9,29,0,0,0,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
2,INN25447,2,0,1,0,0,1,2017,8,9,0,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
3,INN25448,1,0,1,0,0,6,2017,9,27,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,INN25449,1,0,2,3,0,5,2018,11,13,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
2,INN25450,2,0,2,2,0,215,2018,12,30,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1,INN25451,2,0,1,2,0,73,2017,7,13,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1,INN25452,2,0,0,3,0,2,2018,1,6,0,0,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,INN25453,1,0,0,1,0,99,2018,2,19,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
1,INN25454,2,0,0,2,0,301,2018,11,18,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
2,INN25455,0,2,0,1,0,193,2018,7,15,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
3,INN25456,2,0,1,3,0,184,2018,10,17,0,0,0,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
3,INN25457,2,1,0,3,0,21,2018,5,31,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1,INN25458,2,0,1,2,0,60,2018,2,5,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
2,INN25459,2,0,2,2,0,15,2017,12,4,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,INN25460,2,0,1,1,0,30,2017,10,17,0,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
2,INN25461,2,0,2,3,0,192,2017,9,25,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
2,INN25462,2,0,0,4,0,33,2018,4,5,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
3,INN25463,1,1,1,4,0,69,2018,5,9,0,0,0,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,INN25464,2,0,0,2,0,12,2017,8,25,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
2,INN25465,2,0,1,0,0,54,2018,4,18,0,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False
2,INN25466,2,0,1,0,0,179,2018,7,17,0,0,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1,INN25467,2,0,2,1,0,5,2017,12,5,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2,INN25468,2,0,1,0,0,31,2018,4,24,0,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1,INN25469,2,0,2,5,0,107,2018,12,21,0,0,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
3,INN25470,2,0,1,4,0,146,2018,10,19,0,0,0,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,INN25471,2,0,1,1,0,7,2018,5,21,0,0,0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
3,INN25472,2,0,0,3,0,213,2018,6,7,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,INN25473,1,0,0,1,0,37,2018,11,12,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2,INN25474,1,0,0,3,0,113,2018,5,31,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2,INN25475,2,1,1,4,0,90,2018,12,26,0,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False
3,INN25476,2,0,0,2,0,8,2018,8,11,0,0,0,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,INN25477,2,0,1,4,0,56,2018,3,2,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2,INN25478,2,0,0,1,0,0,2017,8,11,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,INN25479,1,0,3,7,0,3,2018,9,26,1,4,46,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
2,INN25480,1,0,1,3,0,10,2018,2,22,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2,INN25481,2,0,0,4,0,169,2018,10,25,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
3,INN25482,3,0,1,2,0,58,2018,6,10,0,0,0,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,INN25483,2,0,0,4,0,163,2018,6,29,0,0,0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,INN25484,1,0,0,1,0,45,2017,10,20,0,0,0,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,INN25485,1,0,0,1,0,1,2018,2,13,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
3,INN25486,1,0,1,3,1,5,2017,10,19,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,INN25487,1,0,0,1,0,1,2018,7,26,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
2,INN25488,1,0,0,1,0,17,2017,10,30,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
3,INN25489,2,0,0,3,0,41,2018,3,31,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
2,INN25490,1,0,0,3,0,88,2018,5,3,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
3,INN25491,3,0,0,2,0,41,2018,11,18,0,0,0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
3,INN25492,3,0,0,4,0,109,2018,8,24,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
2,INN25493,2,0,0,2,0,74,2017,9,18,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
3,INN25494,2,2,2,2,0,51,2018,7,3,0,0,0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
2,INN25495,2,0,2,5,0,49,2018,2,22,1,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
2,INN25496,2,0,1,0,0,93,2018,6,26,0,0,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
2,INN25497,2,0,1,0,0,49,2018,7,11,0,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False
2,INN25498,2,0,0,3,0,140,2018,10,11,0,0,0,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False
2,INN25499,0,2,1,2,0,145,2018,8,15,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,INN25500,2,1,2,4,0,47,2018,3,31,0,0,0,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
3,INN25501,3,0,2,1,0,85,2018,6,26,0,0,0,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
1,INN25502,2,0,2,1,0,282,2017,10,10,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
3,INN25503,2,0,1,2,0,92,2018,8,26,0,0,0,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,INN25504,2,0,0,2,0,0,2018,10,21,0,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,INN25505,2,0,1,3,0,113,2018,6,30,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,INN25506,2,0,2,8,0,16,2018,12,7,0,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
3,INN25507,2,0,2,1,1,53,2018,6,19,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,INN25508,2,0,0,2,0,24,2017,9,3,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
2,INN25509,2,0,0,2,0,141,2018,7,1,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
3,INN25510,3,0,0,5,0,142,2018,7,5,0,0,0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,INN25511,2,0,0,3,0,133,2018,7,12,0,0,0,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
3,INN25512,3,0,2,2,0,113,2018,7,10,0,0,0,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
1,INN25513,2,0,1,2,0,418,2018,9,26,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
3,INN25514,2,0,0,2,0,320,2018,8,18,0,0,0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
2,INN25515,2,0,2,1,0,23,2018,1,2,0,0,0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
3,INN25516,3,0,3,7,0,205,2018,12,23,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
1,INN25517,1,0,0,2,0,0,2018,1,13,1,0,13,2,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
2,INN25518,2,0,1,0,0,63,2017,9,6,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
2,INN25519,2,0,0,2,0,19,2018,10,5,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
2,INN25520,2,0,2,3,0,244,2018,10,30,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
3,INN25521,2,0,0,2,0,75,2018,5,26,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
1,INN25522,2,0,2,3,0,13,2018,3,13,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
3,INN25523,2,0,1,1,0,31,2018,3,26,0,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False
2,INN25524,1,0,0,2,0,164,2017,10,2,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,INN25525,2,0,1,2,0,31,2017,10,26,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
1,INN25526,2,0,1,5,0,3,2017,11,9,0,0,0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,INN25527,2,0,0,2,0,211,2018,5,20,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
3,INN25528,1,0,0,2,0,188,2018,6,15,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
2,INN25529,2,0,0,3,0,163,2018,7,14,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,INN25530,1,0,0,1,1,1,2018,5,18,1,1,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
2,INN25531,2,0,0,3,0,0,2018,1,19,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2,INN25532,2,0,0,3,0,150,2018,6,16,0,0,0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
3,INN25533,3,0,1,1,0,48,2018,10,22,0,0,0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
3,INN25534,1,0,0,3,0,8,2017,10,20,1,1,0,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,INN25535,2,0,2,1,0,73,2018,2,21,0,0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2,INN25536,1,0,0,2,0,14,2017,10,15,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,INN25537,2,0,0,5,0,43,2018,11,1,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2,INN25538,2,0,2,1,0,142,2018,5,22,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
1,INN25539,1,0,1,0,0,5,2018,6,13,1,0,6,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
1,INN25540,2,0,0,3,0,43,2018,11,8,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,INN25541,1,0,0,3,0,101,2018,10,13,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2,INN25542,1,0,1,0,0,2,2018,2,7,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,INN25543,1,0,1,0,0,31,2018,11,7,0,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True
3,INN25544,2,2,1,1,0,15,2017,8,29,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
1,INN25545,1,0,0,1,0,3,2018,2,26,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
1,INN25546,2,0,0,1,0,31,2018,3,9,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1,INN25547,2,0,2,1,0,221,2017,10,17,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
